code,nameCht,namePor,parentCode,lat,lng,zone,stop_code,n_routes,n_route_dir,n_records,nn_dist_m
M150_1,得勝斜路,CALÇADA DA VITÓRIA,M150,22.196007,113.548299,Macau Peninsula,M150_1,3,3,3,141.91231984757974
M151_1,山頂醫院急診大樓,URGÊNCIAS DO HOSPITAL S. JANUÁRIO,M151,22.194048,113.547281,Macau Peninsula,M151_1,6,6,7,106.63211692642919
M152_1,塔石廣場,PRAÇA DO TAP SEAC,M152,22.197672,113.547291,Macau Peninsula,M152_1,4,4,4,80.07196044783254
M153_1,水坑尾/公共行政大樓,R. CAMPO / EDF. ADMIN. PÚBLICA,M153,22.194115,113.543734,Macau Peninsula,M153_1,8,8,8,9.535803599006671
M153_2,水坑尾/公共行政大樓,R. CAMPO / EDF. ADMIN. PÚBLICA,M153,22.194184,113.543789,Macau Peninsula,M153_2,6,6,6,9.535803599006671
M154_1,友誼馬路/海景花園,AV.AMIZADE / PRACETA DE MIRAMAR,M154,22.19214,113.552336,Macau Peninsula,M154_1,1,1,1,137.39594052960385
M155_1,東方拱門,ARCO ORIENTE,M155,22.193858,113.549843,Macau Peninsula,M155_1,13,13,13,137.8678479989496
M156_1,高美士/南園大廈,GONZAGA GOMES / NAM YUET,M156,22.19263,113.550234,Macau Peninsula,M156_1,2,2,2,6.074455162601797
M157_1,治安警察局,C. P. S. P.,M157,22.191928,113.546722,Macau Peninsula,M157_1,3,3,3,13.201773680212675
M157_2,治安警察局,C. P. S. P.,M157,22.191864,113.546614,Macau Peninsula,M157_2,11,11,11,13.201773680212675
M158_1,北京街/假日酒店,RUA DE PEQUIM / HOLIDAY INN,M158,22.191715,113.547667,Macau Peninsula,M158_1,5,5,5,5.61939879123011
M158_2,北京街/假日酒店,RUA DE PEQUIM / HOLIDAY INN,M158,22.191733,113.547718,Macau Peninsula,M158_2,7,7,7,5.61939879123011
M159_1,總統酒店,AV. AMIZADE / HOTEL PRESIDENTE,M159,22.190085,113.546917,Macau Peninsula,M159_1,9,9,9,110.55899719037536
M160_1,十月一號前地,PRACETA DE 1 DE OUTUBRO,M160,22.190862,113.546247,Macau Peninsula,M160_1,11,11,11,6.766041668586444
M160_2,十月一號前地,PRACETA DE 1 DE OUTUBRO,M160,22.190919,113.546224,Macau Peninsula,M160_2,8,8,8,6.766041668586444
M161_1,高美士/利澳,GONZAGA GOMES / RIO,M161,22.192659,113.550184,Macau Peninsula,M161_1,10,10,10,6.074455162601797
M162_1,中華廣場,CHINA PLAZA,M162,22.192692,113.542622,Macau Peninsula,M162_1,2,2,2,89.57611973006551
M163_1,賈羅布/葡京,LOPO S. CARVALHO / HOTEL LISBOA,M163,22.190456,113.545091,Macau Peninsula,M163_1,2,2,3,91.22824150523395
M164_1,加思欄馬路,S. FRANCISCO / QUARTEL,M164,22.191273,113.54501,Macau Peninsula,M164_1,6,6,6,91.22824150523395
M165_1,加思欄花園,JARDIM S. FRANCISCO,M165,22.192684,113.545202,Macau Peninsula,M165_1,5,5,5,136.66482036784444
M166_1,西坑街,RUA DA PENHA,M166,22.188527,113.535739,Macau Peninsula,M166_1,2,2,2,70.24897118509948
M167_1,南灣大馬路/時代,PRAIA GRANDE / SI TOI,M167,22.192606,113.541436,Macau Peninsula,M167_1,6,6,6,108.3782675389596
M168_1,八角亭,PRAIA GRANDE / JARDIM S. FRANCISCO,M168,22.192303,113.54394,Macau Peninsula,M168_1,10,10,10,109.05738190127155
M170_1,殷皇子馬路,AV.INFANTE D. HENRIQUE,M170,22.191621,113.541683,Macau Peninsula,M170_1,4,4,4,16.36378258987951
M170_2,殷皇子馬路,AV.INFANTE D. HENRIQUE,M170,22.191489,113.54182,Macau Peninsula,M170_2,9,9,9,20.3566918684839
M171_1,中區/殷皇子馬路,CENTRO / INFANTE D. HENRIQUE,M171,22.191578,113.541531,Macau Peninsula,M171_1,7,7,7,8.32449409568714
M171_2,中區/殷皇子馬路,CENTRO / INFANTE D. HENRIQUE,M171,22.191632,113.541475,Macau Peninsula,M171_2,7,7,7,8.32449409568714
M172_1,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.18925,113.543625,Macau Peninsula,M172_1,1,1,1,13.420609231086408
M172_2,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189366,113.543589,Macau Peninsula,M172_2,5,5,5,12.667411875522893
M172_3,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189476,113.543557,Macau Peninsula,M172_3,4,4,4,12.667411875522893
M172_4,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189445,113.543378,Macau Peninsula,M172_4,2,2,2,6.297516584906523
M172_5,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189353,113.543401,Macau Peninsula,M172_5,4,4,4,6.358156283630939
M172_6,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189233,113.543428,Macau Peninsula,M172_6,1,1,1,13.629895011858368
M172_7,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189331,113.543344,Macau Peninsula,M172_7,2,2,2,6.358156283630939
M172_8,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189434,113.543318,Macau Peninsula,M172_8,4,4,6,6.297516584906523
M172_9,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189399,113.543166,Macau Peninsula,M172_9,4,4,4,12.536806010399042
M172_10,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189194,113.543236,Macau Peninsula,M172_10,3,3,3,10.835211935756828
M172_11,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189142,113.543325,Macau Peninsula,M172_11,4,4,4,10.835211935756828
M172_12,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189357,113.543053,Macau Peninsula,M172_12,2,2,2,12.536806010399042
M172_13,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189244,113.543076,Macau Peninsula,M172_13,2,2,2,12.786230653008767
M172_14,亞馬喇前地,PRAÇA FERREIRA AMARAL,M172,22.189113,113.543174,Macau Peninsula,M172_14,2,2,2,10.305611760099156
