stop_code,zone,weekdays,weekends,holidays,code,nameCht,n_routes,lat,lng
M183_1,Macau Peninsula,319.5959595959596,319.5959595959596,251.8975468975469,M183_1,河邊新街/凱泉灣,3,22.190233,113.533216
M183_2,Macau Peninsula,752.3555868838763,729.722253550543,698.5266438987369,M183_2,河邊新街/凱泉灣,9,22.190522,113.533405
M184_1,Macau Peninsula,1197.6163913571809,1191.6163913571809,1099.5141695309994,M184_1,河邊新街/街市,14,22.190262,113.533293
M185_1,Macau Peninsula,7.0,,,M185_1,凱泉灣總站,1,22.190865,113.533086
M186_2,Macau Peninsula,245.05064935064934,244.1724292101341,241.81328320802004,M186_2,河邊新街/貨倉巷,3,22.189991,113.533056
M187_1,Macau Peninsula,717.6409090909091,702.7880952380953,619.5959595959596,M187_1,區華利前地,9,22.190373,113.539178
M188_1,Macau Peninsula,1214.4163913571808,1191.6163913571809,1099.5141695309994,M188_1,河邊新街/下環,15,22.188679,113.532229
M189_1,Macau Peninsula,215.12987012987014,215.12987012987014,178.75151515151515,M189_1,下環街市,2,22.191196,113.534507
M18_1,Macau Peninsula,345.96248196248195,345.96248196248195,278.4300144300144,M18_1,牧場街總站,2,22.215176,113.546675
M18_10,Macau Peninsula,156.03140096618358,156.03140096618358,101.77777777777777,M18_10,牧場街總站,2,22.215536,113.546797
M18_3,Macau Peninsula,187.44444444444446,187.44444444444446,189.89090909090908,M18_3,牧場街總站,1,22.215343,113.54658
M18_5,Macau Peninsula,176.86868686868686,176.86868686868686,171.64444444444445,M18_5,牧場街總站,1,22.215309,113.546703
M18_7,Macau Peninsula,122.4375,122.4375,106.56818181818181,M18_7,牧場街總站,1,22.215417,113.546736
M190_1,Macau Peninsula,88.43434343434343,88.43434343434343,85.82222222222222,M190_1,河邊新街/媽閣,1,22.189073,113.532359
M191_1,Macau Peninsula,160.97727272727272,156.59415584415584,148.36363636363637,M191_1,亞婆井前地,2,22.18866,113.535072
M192_1,Macau Peninsula,424.37012987012986,419.987012987013,320.49177489177487,M192_1,民國馬路,5,22.18586,113.536108
M193_1,Macau Peninsula,88.43434343434343,88.43434343434343,85.82222222222222,M193_1,民國馬路/西灣湖,1,22.185766,113.535871
M194_1,Macau Peninsula,88.43434343434343,88.43434343434343,85.82222222222222,M194_1,西灣,1,22.183104,113.533481
M195_1,Macau Peninsula,209.24025974025972,204.85714285714283,141.74025974025975,M195_1,西灣/大興大廈,3,22.182992,113.533447
M196_1,Macau Peninsula,88.43434343434343,88.43434343434343,85.82222222222222,M196_1,半邊橙,1,22.181727,113.531447
M197_1,Macau Peninsula,209.24025974025972,204.85714285714283,141.74025974025975,M197_1,半邊橙/迅發花園,3,22.182074,113.530775
M198_1,Macau Peninsula,255.81173767752716,254.81173767752716,217.7562753783684,M198_1,西灣湖景大馬路/媽閣碼頭,5,22.186017,113.529688
M198_2,Macau Peninsula,1150.6248015873016,1127.113248113453,1060.3034208481577,M198_2,西灣湖景大馬路/媽閣碼頭,12,22.18608,113.529728
M199_1,Macau Peninsula,617.4136363636363,606.9439393939394,524.1414141414141,M199_1,南灣湖景大馬路,8,22.186805,113.537922
M19_1,Macau Peninsula,563.8716938975003,559.2353302611367,542.42436345017,M19_1,白朗古將軍馬路,6,22.209335,113.544792
M1_11,Macau Peninsula,232.43055555555554,232.43055555555554,185.94444444444446,M1_11,關閘總站,1,22.215217,113.548907
M1_12,Macau Peninsula,249.84126984126985,210.42424242424244,185.37549407114625,M1_12,關閘總站,1,22.21503,113.548874
M1_13,Macau Peninsula,96.11111111111111,96.11111111111111,75.60765550239235,M1_13,關閘總站,1,22.214879,113.548846
M1_14,Macau Peninsula,229.53140096618358,229.53140096618358,213.59595959595958,M1_14,關閘總站,2,22.215196,113.548817
M1_16,Macau Peninsula,252.68571428571428,252.68571428571428,206.4,M1_16,關閘總站,1,22.214896,113.548755
M1_18,Macau Peninsula,210.3030303030303,210.3030303030303,188.05194805194805,M1_18,關閘總站,1,22.214955,113.548675
M1_2,Macau Peninsula,279.42857142857144,279.42857142857144,296.7362637362637,M1_2,關閘總站,1,22.215002,113.549331
M1_4,Macau Peninsula,84.97777777777777,84.97777777777777,84.97777777777777,M1_4,關閘總站,1,22.215016,113.549248
M1_5,Macau Peninsula,280.6818181818182,280.6818181818182,317.2077922077922,M1_5,關閘總站,1,22.215159,113.54923
